alert_type,fase,date,time,severity,sign_id,rev,rule_name,classification,priority,protocol,from_addr,from_port,to_addr,to_port
Exe Alert,Delivery,04/18/2017,18:37:17.263839,1,2031747,1,ET HUNTING Observed Interesting Content-Type Inbound (application/x-sh) ,Potential Corporate Privacy Violation,1,TCP,92.53.104.104,80,192.168.2.19,49507
Exe Alert,Delivery,04/18/2017,18:37:31.740347,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49510,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:33.867877,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49511
Exe Alert,Delivery,04/18/2017,18:37:33.867877,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49511
Exe Alert,Delivery,04/18/2017,18:37:40.445859,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49512,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:54.870338,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49521,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:56.098049,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49525,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:48.955458,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49513,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:52.908791,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49515,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:53.941773,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49516,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:54.003336,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49519,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:37:54.666746,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49522,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:38:11.894233,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49531,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:38:12.869203,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49535,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:38:58.419063,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49538
Exe Alert,Delivery,04/18/2017,18:38:58.419063,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49538
Exe Alert,Delivery,04/18/2017,18:39:13.983021,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49539,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:38:57.220705,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49537,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:40:21.423388,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49544,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:39:14.806685,1,2025097,4,ET INFO HTTP POST Request to Suspicious *.gdn Domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49543,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:41:45.993221,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49546,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:40:22.523318,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49545
Exe Alert,Delivery,04/18/2017,18:40:22.523318,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49545
Exe Alert,Delivery,04/18/2017,18:41:47.095556,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49547
Exe Alert,Delivery,04/18/2017,18:41:47.095556,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49547
Exe Alert,Delivery,04/18/2017,18:44:36.995097,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49551
Exe Alert,Delivery,04/18/2017,18:44:36.995097,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49551
Exe Alert,Delivery,04/18/2017,18:43:09.724146,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49548,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:43:11.494568,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49549
Exe Alert,Delivery,04/18/2017,18:43:11.494568,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49549
Exe Alert,Delivery,04/18/2017,18:46:00.144223,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49554,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:44:35.549753,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.2.19,49550,51.141.33.47,80
Exe Alert,Delivery,04/18/2017,18:46:01.608245,1,2016538,3,ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download ,Potentially Bad Traffic,2,TCP,51.141.33.47,80,192.168.2.19,49555
Exe Alert,Delivery,04/18/2017,18:46:01.608245,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,51.141.33.47,80,192.168.2.19,49555
Exploit Kit Alert,Exploitation,04/18/2017,18:37:13.592944,1,2024048,5,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49507,92.53.104.104,80
Exploit Kit Alert,Exploitation,04/18/2017,18:37:13.592944,1,2024049,4,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 M2 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49507,92.53.104.104,80
Exploit Kit Alert,Exploitation,04/18/2017,18:37:17.263719,1,2024048,5,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49507,92.53.104.104,80
Exploit Kit Alert,Exploitation,04/18/2017,18:37:17.263719,1,2024049,4,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 M2 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49507,92.53.104.104,80
Exploit Kit Alert,Exploitation,04/18/2017,18:37:20.093477,1,2024048,5,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49509,92.53.104.104,80
Exploit Kit Alert,Exploitation,04/18/2017,18:37:20.093477,1,2024049,4,ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 M2 ,Exploit Kit Activity Detected,1,TCP,192.168.2.19,49509,92.53.104.104,80
