alert_type,fase,date,time,severity,sign_id,rev,rule_name,classification,priority,protocol,from_addr,from_port,to_addr,to_port
Exe Alert,Delivery,10/22/2016,03:31:29.009185,1,2023882,4,ET INFO HTTP Request to a *.top domain ,Potentially Bad Traffic,2,TCP,192.168.1.5,50248,192.95.15.211,80
Exe Alert,Delivery,10/22/2016,03:31:30.455806,1,2031747,1,ET HUNTING Observed Interesting Content-Type Inbound (application/x-sh) ,Potential Corporate Privacy Violation,1,TCP,192.95.15.211,80,192.168.1.5,50248
Exe Alert,Delivery,10/22/2016,03:31:56.566194,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Exploit Kit Alert,Exploitation,10/22/2016,03:31:29.009185,1,2020722,4,ET EXPLOIT_KIT RIG Landing URI Struct March 20 2015 ,Exploit Kit Activity Detected,1,TCP,192.168.1.5,50248,192.95.15.211,80
Exploit Kit Alert,Exploitation,10/22/2016,03:31:29.285255,1,2023198,3,ET EXPLOIT_KIT RIG EK Landing Sep 13 2016 (b641) ,Exploit Kit Activity Detected,1,TCP,192.95.15.211,80,192.168.1.5,50248
Exploit Kit Alert,Exploitation,10/22/2016,03:31:29.285255,1,2023199,3,ET EXPLOIT_KIT RIG EK Landing Sep 13 2016 (b642) ,Exploit Kit Activity Detected,1,TCP,192.95.15.211,80,192.168.1.5,50248
Exploit Kit Alert,Exploitation,10/22/2016,03:31:30.455622,1,2020721,4,ET EXPLOIT_KIT RIG Exploit URI Struct March 20 2015 ,Exploit Kit Activity Detected,1,TCP,192.168.1.5,50248,192.95.15.211,80
Exploit Kit Alert,Exploitation,10/22/2016,03:31:32.975206,1,2020720,3,ET EXPLOIT_KIT RIG Payload URI Struct March 20 2015 ,Exploit Kit Activity Detected,1,TCP,192.168.1.5,50248,192.95.15.211,80
Exploit Kit Alert,Exploitation,10/22/2016,03:31:33.140606,1,2022916,3,ET EXPLOIT_KIT RIG EK Payload Jun 26 2016 ,Exploit Kit Activity Detected,1,TCP,192.95.15.211,80,192.168.1.5,50248
Malware Alert,Installation,10/22/2016,03:31:55.919932,1,2018403,15,ET MALWARE GENERIC Likely Malicious Fake IE Downloading .exe ,A Network Trojan was detected,1,TCP,192.168.1.5,50257,91.218.228.52,80
Malware Alert,Installation,10/22/2016,03:31:55.919992,1,2013036,7,ET MALWARE Java EXE Download by Vulnerable Version - Likely Driveby ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:55.919992,1,2020569,1,ET MALWARE Unknown Trojan Downloading PE via MSSQL Connection to Non-Standard Port ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:55.919992,1,2022050,3,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M1 ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:56.566194,1,2021312,2,ET MALWARE Likely Malicious wininet UA Downloading EXE ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:56.566194,1,2022051,2,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M2 ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:56.566194,1,2022053,2,ET MALWARE Likely Evil EXE download from MSXMLHTTP non-exe extension M2 ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:31:56.566194,1,2022653,2,ET MALWARE Likely Evil EXE download from WinHttpRequest non-exe extension ,A Network Trojan was detected,1,TCP,91.218.228.52,80,192.168.1.5,50257
Malware Alert,Installation,10/22/2016,03:32:00.881966,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50258,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:00.881966,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50258,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:10.102894,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50270,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:10.102894,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50270,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:16.479279,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50276,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:16.479279,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50276,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:33:17.114516,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50293,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:33:31.872510,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50303,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:34:46.123167,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50313,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:34:55.805268,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50318,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:35:10.251077,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50328,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:36:14.773534,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50333,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:31:53.928930,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50256,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:31:53.928930,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50256,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:36:24.437229,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50338,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:32:02.929245,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50263,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:32:05.620076,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50265,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:32:05.620076,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50265,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:36:31.652949,1,2022318,4,ET MALWARE Zbot download config ,A Network Trojan was detected,1,TCP,95.163.127.190,80,192.168.1.5,50344
Malware Alert,Installation,10/22/2016,03:36:34.677495,1,2022318,4,ET MALWARE Zbot download config ,A Network Trojan was detected,1,TCP,95.163.127.190,80,192.168.1.5,50346
Malware Alert,Installation,10/22/2016,03:36:36.646371,1,2022318,4,ET MALWARE Zbot download config ,A Network Trojan was detected,1,TCP,95.163.127.190,80,192.168.1.5,50347
Malware Alert,Installation,10/22/2016,03:32:12.422853,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50272,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:33:26.848119,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50298,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:33:41.436444,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50308,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:35:00.568270,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50323,198.105.254.228,80
Malware Alert,Installation,10/22/2016,03:36:30.284018,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50343,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:36:32.966273,1,2022318,4,ET MALWARE Zbot download config ,A Network Trojan was detected,1,TCP,95.163.127.190,80,192.168.1.5,50345
Malware Alert,Installation,10/22/2016,03:36:37.369570,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50343,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:36:38.284250,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50343,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:50:21.462591,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50360,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:50:21.462591,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50360,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:41:18.955959,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50356,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:41:18.955959,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50356,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:41:31.164835,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50357,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:56:34.035057,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50365,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:46:32.074590,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50358,95.163.127.190,80
Malware Alert,Installation,10/22/2016,04:08:26.887640,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50371,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:51:32.990953,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50361,95.163.127.190,80
Malware Alert,Installation,10/22/2016,04:08:26.887640,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50371,108.61.74.45,80
Malware Alert,Installation,10/22/2016,04:11:37.114163,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50372,95.163.127.190,80
Malware Alert,Installation,10/22/2016,03:59:24.496433,1,2017930,11,ET MALWARE Trojan Generic - POST To gate.php with no referer ,A Network Trojan was detected,1,TCP,192.168.1.5,50367,108.61.74.45,80
Malware Alert,Installation,10/22/2016,03:59:24.496433,1,2022985,6,ET MALWARE Trojan Generic - POST To gate.php with no accept headers ,A Network Trojan was detected,1,TCP,192.168.1.5,50367,108.61.74.45,80
Malware Alert,Installation,10/22/2016,04:01:34.933053,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50368,95.163.127.190,80
Malware Alert,Installation,10/22/2016,04:06:36.206975,1,2019141,5,ET MALWARE Zbot POST Request to C2 ,Malware Command and Control Activity Detected,1,TCP,192.168.1.5,50369,95.163.127.190,80
Policy Alert,Data Exfiltartion,10/22/2016,03:31:56.566194,1,2018959,4,ET POLICY PE EXE or DLL Windows file download HTTP ,Potential Corporate Privacy Violation,1,TCP,91.218.228.52,80,192.168.1.5,50257
Policy Alert,Data Exfiltartion,10/22/2016,03:33:17.114686,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:36:07.724166,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:38:58.401164,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:41:49.032115,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:44:39.585735,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:47:30.269274,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:50:20.897549,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,169.54.137.81,5938,192.168.1.5,50284
Policy Alert,Data Exfiltartion,10/22/2016,03:53:18.271229,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,03:56:09.043114,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,03:58:59.819126,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,04:01:50.678558,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,04:04:41.670494,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,04:07:32.564132,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
Policy Alert,Data Exfiltartion,10/22/2016,04:10:23.507555,1,2008795,4,ET POLICY TeamViewer Keep-alive inbound ,Misc activity,3,TCP,173.192.194.94,5938,192.168.1.5,50363
