alert_type,fase,date,time,severity,sign_id,rev,rule_name,classification,priority,protocol,from_addr,from_port,to_addr,to_port
Exe Alert,Delivery,10/02/2017,01:19:19.548827,1,2016141,7,ET INFO Executable Download from dotted-quad Host ,A Network Trojan was detected,1,TCP,192.168.2.5,49472,185.106.122.248,80
Exe Alert,Delivery,10/02/2017,01:19:20.283543,1,2021076,2,ET HUNTING SUSPICIOUS Dotted Quad Host MZ Response ,Potentially Bad Traffic,2,TCP,185.106.122.248,80,192.168.2.5,49472
Exe Alert,Delivery,10/02/2017,01:19:20.283543,1,2018572,2,ET HUNTING HTTP Executable Download from suspicious domain with direct request/fake browser (multiple families)  ,A Network Trojan was detected,1,TCP,185.106.122.248,80,192.168.2.5,49472
Exe Alert,Delivery,10/02/2017,01:18:50.754485,1,2031747,1,ET HUNTING Observed Interesting Content-Type Inbound (application/x-sh) ,Potential Corporate Privacy Violation,1,TCP,188.225.84.73,80,192.168.2.5,49453
Exploit Kit Alert,Exploitation,10/02/2017,01:18:49.630950,1,2024381,4,ET EXPLOIT_KIT RIG EK URI Struct Jun 13 2017 ,Exploit Kit Activity Detected,1,TCP,192.168.2.5,49453,188.225.84.73,80
Exploit Kit Alert,Exploitation,10/02/2017,01:18:50.754301,1,2024381,4,ET EXPLOIT_KIT RIG EK URI Struct Jun 13 2017 ,Exploit Kit Activity Detected,1,TCP,192.168.2.5,49453,188.225.84.73,80
Malware Alert,Installation,10/02/2017,01:19:05.715921,1,2018784,10,ET MALWARE Win32/Neurevt.A/Betabot Check-in 4 ,A Network Trojan was detected,1,TCP,192.168.2.5,49468,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:05.715921,1,2023765,5,ET MALWARE Betabot Checkin 5 ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49468,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:27.895038,1,2021641,9,ET MALWARE LokiBot User-Agent (Charon/Inferno) ,A Network Trojan was detected,1,TCP,192.168.2.5,49473,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:27.895038,1,2025381,6,ET MALWARE LokiBot Checkin ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49473,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:28.427453,1,2024312,4,ET MALWARE LokiBot Application/Credential Data Exfiltration Detected M1 ,A Network Trojan was detected,1,TCP,192.168.2.5,49473,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:28.427453,1,2024317,4,ET MALWARE LokiBot Application/Credential Data Exfiltration Detected M2 ,A Network Trojan was detected,1,TCP,192.168.2.5,49473,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:29.279930,1,2021641,9,ET MALWARE LokiBot User-Agent (Charon/Inferno) ,A Network Trojan was detected,1,TCP,192.168.2.5,49474,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:29.279930,1,2025381,6,ET MALWARE LokiBot Checkin ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49474,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:29.800881,1,2024312,4,ET MALWARE LokiBot Application/Credential Data Exfiltration Detected M1 ,A Network Trojan was detected,1,TCP,192.168.2.5,49474,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:19:29.800881,1,2024317,4,ET MALWARE LokiBot Application/Credential Data Exfiltration Detected M2 ,A Network Trojan was detected,1,TCP,192.168.2.5,49474,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:23:40.575960,1,2021641,9,ET MALWARE LokiBot User-Agent (Charon/Inferno) ,A Network Trojan was detected,1,TCP,192.168.2.5,49481,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:23:40.575960,1,2025381,6,ET MALWARE LokiBot Checkin ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49481,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:23:40.820272,1,2024313,5,ET MALWARE LokiBot Request for C2 Commands Detected M1 ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49481,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:23:40.820272,1,2024318,4,ET MALWARE LokiBot Request for C2 Commands Detected M2 ,Malware Command and Control Activity Detected,1,TCP,192.168.2.5,49481,185.141.24.64,80
Malware Alert,Installation,10/02/2017,01:23:40.824790,1,2025483,4,ET MALWARE LokiBot Fake 404 Response ,A Network Trojan was detected,1,TCP,185.141.24.64,80,192.168.2.5,49481
Malware Alert,Installation,10/02/2017,01:24:41.396682,1,2021641,9,ET MALWARE LokiBot User-Agent (Charon/Inferno) ,A Network Trojan was detected,1,TCP,192.168.2.5,49482,185.141.24.64,80
